ㄍㄟ-ㄈㄛA-ㄈㄛ-ㄈㄣ-ㄧㄚ,keɪ-fuɔ-fɔ-fən-ia,gei-foa-fo-fen-ya
ㄍㄨ-ㄈㄛA-ㄈㄡ-ㄈㄟ-ㄈㄤ,ku-fuɔ-fɤʊ-feɪ-fɑŋ,gu-foa-fou-fei-fang
ㄍㄨㄚ-ㄍㄚ-ㄍㄞ-ㄈㄛ-ㄈㄜ,kua-ka-kaɪ-fɔ-fɯʌ,gua-ga-gai-fo-fe
ㄍㄨㄢ-ㄧㄞ-ㄈㄣ-ㄧㄥ-ㄈㄛ,kuan-iaɪ-fən-iŋ-fɔ,guan-yai-fen-ying-fo
ㄍㄨㄤ-ㄈㄣ-ㄧㄤ-ㄈㄡ-ㄈㄧ,kuaŋ-fən-iɑŋ-fɤʊ-fi,guang-fen-yang-fou-fi
ㄍㄨㄞ-ㄈㄡ-ㄈㄧㄚ-ㄍㄟ-ㄈㄜ,kuaɪ-fɤʊ-fia-keɪ-fɯʌ,guai-fou-fia-gei-fe
ㄍㄨㄟ-ㄈㄥ-ㄈㄜ-ㄈㄚ-ㄍㄨ,kueɪ-fʊŋ-fɯʌ-fa-ku,gui-feng-fe-fa-gu
ㄍㄨㄛ-ㄈㄥ-ㄈㄥ-ㄧ-ㄧㄤ,kuɔ-fʊŋ-fʊŋ-i-iɑŋ,guo-feng-feng-yi-yang
ㄍㄨㄣ-ㄧㄠ-ㄈㄨ-ㄈㄤ-ㄧㄚ,kuən-iɑʊ-fu-fɑŋ-ia,gun-yao-fu-fang-ya
ㄍㄢ-ㄧㄛ-ㄧ-ㄧㄠ-ㄈㄛA,kɑn-iɔ-i-iɑʊ-fuɔ,gan-yo-yi-yao-foa
ㄍㄤ-ㄧㄞ-ㄧ-ㄧㄛ-ㄧㄚ,kɑŋ-iaɪ-i-iɔ-ia,gang-yai-yi-yo-ya
ㄍㄠ-ㄈㄤ-ㄧㄥ-ㄧㄤ-ㄧㄠ,kɑʊ-fɑŋ-iŋ-iɑŋ-iɑʊ,gao-fang-ying-yang-yao
ㄍㄣ-ㄧㄝ-ㄞ-ㄧㄝ-ㄢ,kən-iɛ-ai-iɛ-an,gen-ye-ai-ye-an
ㄍㄥ-ㄧㄛ-ㄧㄞ-ㄧㄚ-ㄍㄨㄚ,kəŋ-iɔ-iaɪ-ia-kua,geng-yo-yai-ya-gua
ㄍㄡ-ㄈㄛ-ㄧㄥ-ㄧㄝ-ㄈㄚ,kɤu-fɔ-iŋ-iɛ-fa,gou-fo-ying-ye-fa
ㄍㄜ-ㄈㄢ-ㄧㄢ-ㄧㄡ-ㄈㄣ,kɯʌ-fan-iɛn-iɤu-fən,ge-fan-yan-you-fen
ㄍㄨㄥ-ㄧㄢ-ㄍㄚ-ㄍㄨㄢ-ㄍㄞ,kʊŋ-iɛn-ka-kuan-kaɪ,gong-yan-ga-guan-gai
ㄎㄚ-ㄍㄨㄤ-ㄧㄡ-ㄈㄡ-ㄈㄛ,kʰa-kuaŋ-iɤu-fɤʊ-fɔ,ka-guang-you-fou-fo
ㄎㄢ-ㄍㄟ-ㄧㄞ-ㄧㄥ-ㄍㄚ,kʰan-keɪ-iaɪ-iŋ-ka,kan-gei-yai-ying-ga
ㄎㄞ-ㄧㄤ-ㄍㄞ-ㄧㄠ-ㄈㄣ,kʰaɪ-iɑŋ-kaɪ-iɑʊ-fən,kai-yang-gai-yao-fen
ㄎㄨ-ㄈㄜ-ㄈㄟ-ㄧㄛ-ㄧㄤ,kʰu-fɯʌ-feɪ-iɔ-iɑŋ,ku-fe-fei-yo-yang
ㄎㄨㄚ-ㄍㄨㄞ-ㄧㄝ-ㄈㄢ-ㄍㄨ,kʰua-kuaɪ-iɛ-fan-ku,kua-guai-ye-fan-gu
ㄎㄨㄢ-ㄍㄨㄚ-ㄍㄨㄟ-ㄧㄢ-ㄍㄨㄢ,kʰuan-kua-kueɪ-iɛn-kuan,kuan-gua-gui-yan-guan
ㄎㄨㄞ-ㄧㄡ-ㄈㄥ-ㄍㄟ-ㄍㄚ,kʰuaɪ-iɤu-fʊŋ-keɪ-ka,kuai-you-feng-gei-ga
ㄎㄨㄟ-ㄍㄞ-ㄍㄟ-ㄍㄨ-ㄧ,kʰueɪ-kaɪ-keɪ-ku-i,kui-gai-gei-gu-yi
ㄎㄨㄤ-ㄍㄨ-ㄧㄚ-ㄍㄨㄛ-ㄧㄠ,kʰuɑŋ-ku-ia-kuɔ-iɑʊ,kuang-gu-ya-guo-yao
ㄎㄨㄛ-ㄧㄛ-ㄧㄝ-ㄈㄟ-ㄍㄨㄚ,kʰuɔ-iɔ-iɛ-feɪ-kua,kuo-yo-ye-fei-gua
ㄎㄨㄣ-ㄍㄨㄤ-ㄍㄨㄚ-ㄍㄨㄣ-ㄍㄨㄞ,kʰuən-kuaŋ-kua-kuən-kuaɪ,kun-guang-gua-gun-guai
ㄎㄤ-ㄍㄨㄢ-ㄍㄨㄟ-ㄍㄨㄢ-ㄍㄨㄛ,kʰɑŋ-kuan-kueɪ-kuan-kuɔ,kang-guan-gui-guan-guo
ㄎㄠ-ㄈㄡ-ㄈㄜ-ㄈㄧ-ㄧㄢ,kʰɑʊ-fɤʊ-fɯʌ-fi-iɛn,kao-fou-fe-fi-yan
ㄎㄣ-ㄍㄨㄣ-ㄍㄢ-ㄍㄤ-ㄍㄨㄤ,kʰən-kuən-kɑn-kɑŋ-kuaŋ,ken-gun-gan-gang-guang
ㄎㄥ-ㄍㄨㄞ-ㄍㄨㄤ-ㄍㄨㄟ-ㄍㄨㄞ,kʰəŋ-kuaɪ-kuaŋ-kueɪ-kuaɪ,keng-guai-guang-gui-guai
ㄎㄡ-ㄧㄞ-ㄍㄨㄟ-ㄍㄨㄛ-ㄧㄢ,kʰɤu-iaɪ-kueɪ-kuɔ-iɛn,kou-yai-gui-guo-yan
ㄎㄜ-ㄈㄧㄚ-ㄍㄢ-ㄍㄠ-ㄈㄥ,kʰɯʌ-fia-kɑn-kɑʊ-fʊŋ,ke-fia-gan-gao-feng
ㄎㄨㄥ-ㄍㄨㄛ-ㄧㄡ-ㄧㄥ-ㄍㄨㄣ,kʰʊŋ-kuɔ-iɤu-iŋ-kuən,kong-guo-you-ying-gun
ㄌㄚ-ㄍㄤ-ㄍㄢ-ㄍㄣ-ㄍㄥ,la-kɑŋ-kɑn-kən-kəŋ,la-gang-gan-gen-geng
ㄌㄢ-ㄍㄡ-ㄧㄤ-ㄍㄤ-ㄍㄠ,lan-kɤu-iɑŋ-kɑŋ-kɑʊ,lan-gou-yang-gang-gao
ㄌㄞ-ㄍㄨㄣ-ㄍㄜ-ㄈㄨ-ㄧㄠ,laɪ-kuən-kɯʌ-fu-iɑʊ,lai-gun-ge-fu-yao
ㄌㄟ-ㄍㄢ-ㄍㄨㄥ-ㄍㄣ-ㄎㄚ,leɪ-kɑn-kʊŋ-kən-kʰa,lei-gan-gong-gen-ka
ㄌㄧ-ㄧㄡ-ㄧㄛ-ㄍㄚ-ㄍㄠ,li-iɤu-iɔ-ka-kɑʊ,li-you-yo-ga-gao
ㄌㄧㄚ-ㄍㄣ-ㄎㄢ-ㄎㄞ-ㄍㄤ,lia-kən-kʰan-kʰaɪ-kɑŋ,lia-gen-kan-kai-gang
ㄌㄧㄤ-ㄍㄥ-ㄍㄡ-ㄧㄝ-ㄈㄧ,liɑŋ-kəŋ-kɤu-iɛ-fi,liang-geng-gou-ye-fi
ㄌㄧㄠ-ㄧ-ㄍㄚ-ㄍㄥ-ㄍㄜ,liɑʊ-i-ka-kəŋ-kɯʌ,liao-yi-ga-geng-ge
ㄌㄧㄝ-ㄈㄧㄚ-ㄍㄡ-ㄧㄢ-ㄎㄨ,liɛ-fia-kɤu-iɛn-kʰu,lie-fia-gou-yan-ku
ㄌㄧㄢ-ㄎㄨㄚ-ㄍㄜ-ㄈㄛA-ㄍㄞ,liɛn-kʰua-kɯʌ-fuɔ-kaɪ,lian-kua-ge-foa-gai
ㄌㄧㄡ-ㄧㄡ-ㄍㄚ-ㄍㄨㄥ-ㄍㄨㄥ,liɤu-iɤu-ka-kʊŋ-kʊŋ,liu-you-ga-gong-gong
ㄌㄨ-ㄍㄞ-ㄍㄠ-ㄧㄚ-ㄎㄚ,lu-kaɪ-kɑʊ-ia-kʰa,lu-gai-gao-ya-ka
ㄌㄨㄢ-ㄎㄨㄢ-ㄎㄨㄞ-ㄍㄣ-ㄎㄨㄟ,luan-kʰuan-kʰuaɪ-kən-kʰueɪ,luan-kuan-kuai-gen-kui
ㄌㄨㄛ-ㄍㄟ-ㄍㄥ-ㄎㄚ-ㄎㄢ,luɔ-keɪ-kəŋ-kʰa-kʰan,luo-gei-geng-ka-kan
ㄌㄨㄣ-ㄎㄨㄤ-ㄎㄢ-ㄎㄨㄛ-ㄍㄨ,luən-kʰuɑŋ-kʰan-kʰuɔ-ku,lun-kuang-kan-kuo-gu
ㄌㄩ-ㄚ-ㄎㄞ-ㄍㄡ-ㄍㄟ,ly-a-kʰaɪ-kɤu-keɪ,lv-a-kai-gou-gei
ㄌㄩㄣ-ㄎㄨㄣ-ㄎㄤ-ㄎㄞ-ㄍㄜ,lyn-kʰuən-kʰɑŋ-kʰaɪ-kɯʌ,lvn-kun-kang-kai-ge
ㄌㄩㄝ-ㄈㄨ-ㄍㄨ-ㄍㄨㄚ-ㄎㄨ,lyɛ-fu-ku-kua-kʰu,lue-fu-gu-gua-ku
ㄌㄩㄢ-ㄎㄠ-ㄧㄞ-ㄍㄨㄥ-ㄎㄨ,lyɛn-kʰɑʊ-iaɪ-kʊŋ-kʰu,lvan-kao-yai-gong-ku
ㄌㄤ-ㄎㄨㄚ-ㄎㄨㄚ-ㄎㄨㄢ-ㄎㄣ,lɑŋ-kʰua-kʰua-kʰuan-kʰən,lang-kua-kua-kuan-ken
ㄌㄠ-ㄧㄥ-ㄎㄨㄢ-ㄎㄥ-ㄎㄨㄞ,lɑʊ-iŋ-kʰuan-kʰəŋ-kʰuaɪ,lao-ying-kuan-keng-kuai
ㄌㄥ-ㄎㄨㄟ-ㄎㄚ-ㄎㄨㄞ-ㄎㄢ,ləŋ-kʰueɪ-kʰa-kʰuaɪ-kʰan,leng-kui-ka-kuai-kan
ㄌㄡ-ㄍㄨㄢ-ㄎㄡ-ㄍㄨㄤ-ㄎㄨㄤ,lɤu-kuan-kʰɤu-kuaŋ-kʰuɑŋ,lou-guan-kou-guang-kuang
ㄌㄧㄣ-ㄎㄜ-ㄈㄤ-ㄎㄨㄛ-ㄍㄨㄚ,lɪn-kʰɯʌ-fɑŋ-kʰuɔ-kua,lin-ke-fang-kuo-gua
ㄌㄧㄥ-ㄎㄨㄣ-ㄎㄨㄥ-ㄎㄤ-ㄎㄠ,lɪŋ-kʰuən-kʰʊŋ-kʰɑŋ-kʰɑʊ,ling-kun-kong-kang-kao
ㄌㄜ-ㄈㄛ-ㄍㄨㄢ-ㄌㄚ-ㄎㄨㄟ,lɯʌ-fɔ-kuan-la-kʰueɪ,le-fo-guan-la-kui
ㄌㄨㄥ-ㄎㄣ-ㄌㄢ-ㄌㄞ-ㄎㄞ,lʊŋ-kʰən-lan-laɪ-kʰaɪ,long-ken-lan-lai-kai
ㄇㄚ-ㄎㄨㄤ-ㄎㄥ-ㄎㄡ-ㄍㄨㄞ,ma-kʰuɑŋ-kʰəŋ-kʰɤu-kuaɪ,ma-kuang-keng-kou-guai
ㄇㄢ-ㄌㄟ-ㄎㄨ-ㄍㄨㄟ-ㄎㄨㄚ,man-leɪ-kʰu-kueɪ-kʰua,man-lei-ku-gui-kua
ㄇㄞ-ㄎㄨㄢ-ㄌㄧ-ㄍㄞ-ㄎㄨㄞ,maɪ-kʰuan-li-kaɪ-kʰuaɪ,mai-kuan-li-gai-kuai
ㄇㄟ-ㄎㄨㄟ-ㄎㄨㄤ-ㄎㄜ-ㄈㄣ,meɪ-kʰueɪ-kʰuɑŋ-kʰɯʌ-fən,mei-kui-kuang-ke-fen
ㄇㄧ-ㄍㄟ-ㄎㄨㄛ-ㄍㄨㄤ-ㄎㄨㄥ,mi-keɪ-kʰuɔ-kuaŋ-kʰʊŋ,mi-gei-kuo-guang-kong
ㄇㄧㄚ-ㄎㄨㄛ-ㄍㄨㄞ-ㄎㄨㄣ-ㄌㄧㄚ,mia-kʰuɔ-kuaɪ-kʰuən-lia,mia-kuo-guai-kun-lia
ㄇㄧㄠ-ㄧㄤ-ㄌㄚ-ㄎㄨㄣ-ㄌㄧㄤ,miaʊ-iɑŋ-la-kʰuən-liɑŋ,miao-yang-la-kun-liang
ㄇㄧㄝ-ㄈㄛA-ㄍㄨㄟ-ㄎㄤ-ㄌㄢ,miɛ-fuɔ-kueɪ-kʰɑŋ-lan,mie-foa-gui-kang-lan
ㄇㄧㄢ-ㄌㄧㄠ-ㄧㄠ-ㄧㄛ-ㄍㄨㄛ,miɛn-liɑʊ-iɑʊ-iɔ-kuɔ,mian-liao-yao-yo-guo
ㄇㄧㄡ-ㄧㄝ-ㄈㄤ-ㄌㄞ-ㄎㄠ,miɤʊ-iɛ-fɑŋ-laɪ-kʰɑʊ,miu-ye-fang-lai-kao
ㄇㄨ-ㄍㄨㄛ-ㄍㄨㄣ-ㄌㄧㄝ-ㄈㄛ,mu-kuɔ-kuən-liɛ-fɔ,mu-guo-gun-lie-fo
ㄇㄛ-ㄍㄢ-ㄌㄧㄢ-ㄌㄧㄡ-ㄍㄨㄣ,muɔ-kɑn-liɛn-liɤu-kuən,mo-gan-lian-liu-gun
ㄇㄤ-ㄌㄟ-ㄎㄣ-ㄌㄨ-ㄍㄢ,mɑŋ-leɪ-kʰən-lu-kɑn,mang-lei-ken-lu-gan
ㄇㄠ-ㄧㄢ-ㄌㄨㄢ-ㄌㄨㄛ-ㄍㄤ,mɑʊ-iɛn-luan-luɔ-kɑŋ,mao-yan-luan-luo-gang
ㄇㄛA-ㄍㄠ-ㄧㄡ-ㄍㄤ-ㄌㄧ,mɔ-kɑʊ-iɤu-kɑŋ-li,moa-gao-you-gang-li
ㄇㄣ-ㄌㄨㄣ-ㄌㄩ-ㄞ-ㄍㄨ,mən-luən-ly-ai-ku,men-lun-lv-ai-gu
ㄇㄡ-ㄍㄚ-ㄎㄤ-ㄌㄧㄚ-ㄎㄠ,mɤʊ-ka-kʰɑŋ-lia-kʰɑʊ,mou-ga-kang-lia-kao
ㄇㄧㄣ-ㄌㄩㄣ-ㄌㄩㄝ-ㄈㄣ-ㄌㄩㄢ,mɪn-lyn-lyɛ-fən-lyɛn,min-lvn-lue-fen-lvan
ㄇㄧㄥ-ㄌㄧㄤ-ㄌㄧㄠ-ㄍㄞ-ㄎㄥ,mɪŋ-liɑŋ-liɑʊ-kaɪ-kʰəŋ,ming-liang-liao-gai-keng
ㄇㄜ-ㄈㄡ-ㄍㄟ-ㄎㄡ-ㄍㄠ,mɯʌ-fɤʊ-keɪ-kʰɤu-kɑʊ,me-fou-gei-kou-gao
ㄇㄥ-ㄌㄧㄝ-ㄈㄡ-ㄍㄨ-ㄍㄣ,mʊŋ-liɛ-fɤʊ-ku-kən,meng-lie-fou-gu-gen
ㄋㄚ-ㄎㄣ-ㄌㄤ-ㄌㄧㄢ-ㄌㄠ,na-kʰən-lɑŋ-liɛn-lɑʊ,na-ken-lang-lian-lao
ㄋㄢ-ㄌㄥ-ㄌㄧㄡ-ㄍㄥ-ㄌㄨ,nan-ləŋ-liɤu-kəŋ-lu,nan-leng-liu-geng-lu
ㄋㄞ-ㄎㄜ-ㄈㄜ-ㄈㄥ-ㄌㄨㄢ,naɪ-kʰɯʌ-fɯʌ-fʊŋ-luan,nai-ke-fe-feng-luan
ㄋㄟ-ㄎㄨㄥ-ㄌㄨㄛ-ㄍㄣ-ㄌㄡ,neɪ-kʰʊŋ-luɔ-kən-lɤu,nei-kong-luo-gen-lou
ㄋㄧ-ㄍㄨㄚ-ㄎㄥ-ㄌㄨㄣ-ㄌㄧㄣ,ni-kua-kʰəŋ-luən-lɪn,ni-gua-keng-lun-lin
ㄋㄧㄚ-ㄎㄡ-ㄍㄡ-ㄍㄜ-ㄧ,nia-kʰɤu-kɤu-kɯʌ-i,nia-kou-gou-ge-yi
ㄋㄧㄤ-ㄌㄩ-ㄢ-ㄌㄧㄥ-ㄌㄩㄣ,niɑŋ-ly-an-lɪŋ-lyn,niang-lv-an-ling-lvn
ㄋㄧㄠ-ㄍㄨㄚ-ㄎㄜ-ㄧㄚ-ㄎㄨㄥ,niɑʊ-kua-kʰɯʌ-ia-kʰʊŋ,niao-gua-ke-ya-kong
ㄋㄧㄝ-ㄈㄜ-ㄧㄞ-ㄌㄚ-ㄌㄚ,niɛ-fɯʌ-iaɪ-la-la,nie-fe-yai-la-la
ㄋㄧㄢ-ㄌㄜ-ㄧㄥ-ㄌㄩㄝ-ㄈㄥ,niɛn-lɯʌ-iŋ-lyɛ-fʊŋ,nian-le-ying-lue-feng
ㄋㄧㄡ-ㄍㄨㄥ-ㄌㄩㄢ-ㄌㄨㄥ-ㄌㄤ,niɤu-kʊŋ-lyɛn-lʊŋ-lɑŋ,niu-gong-lvan-long-lang
ㄋㄨ-ㄎㄚ-ㄌㄢ-ㄇㄚ-ㄌㄞ,nu-kʰa-lan-ma-laɪ,nu-ka-lan-ma-lai
ㄋㄨㄢ-ㄇㄢ-ㄇㄞ-ㄌㄢ-ㄇㄟ,nuan-man-maɪ-lan-meɪ,nuan-man-mai-lan-mei
ㄋㄨㄟ-ㄌㄞ-ㄌㄟ-ㄌㄧ-ㄍㄨㄢ,nueɪ-laɪ-leɪ-li-kuan,nui-lai-lei-li-guan
ㄋㄨㄛ-ㄍㄥ-ㄌㄠ-ㄍㄨㄢ-ㄇㄧ,nuɔ-kəŋ-lɑʊ-kuan-mi,nuo-geng-lao-guan-mi
ㄋㄩ-ㄈㄚ-ㄌㄟ-ㄌㄧㄚ-ㄌㄧ,ny-fa-leɪ-lia-li,nv-fa-lei-lia-li
ㄋㄩㄝ-ㄧ-ㄍㄨㄤ-ㄌㄥ-ㄌㄡ,nyɛ-i-kuaŋ-ləŋ-lɤu,nue-yi-guang-leng-lou
ㄋㄤ-ㄌㄧㄣ-ㄇㄧㄚ-ㄌㄧㄚ-ㄌㄧㄤ,nɑŋ-lɪn-mia-lia-liɑŋ,nang-lin-mia-lia-liang
ㄋㄠ-ㄍㄨㄤ-ㄌㄧㄥ-ㄌㄜ-ㄧㄤ,nɑʊ-kuaŋ-lɪŋ-lɯʌ-iɑŋ,nao-guang-ling-le-yang
ㄋㄣ-ㄇㄧㄠ-ㄍㄨㄞ-ㄌㄧㄤ-ㄌㄨㄥ,nən-miaʊ-kuaɪ-liɑŋ-lʊŋ,nen-miao-guai-liang-long
ㄋㄡ-ㄎㄢ-ㄇㄧㄝ-ㄧㄚ-ㄌㄧㄠ,nɤu-kʰan-miɛ-ia-liɑʊ,nou-kan-mie-ya-liao
ㄋㄧㄣ-ㄇㄧㄢ-ㄇㄧㄡ-ㄍㄨㄟ-ㄌㄧㄠ,nɪn-miɛn-miɤʊ-kueɪ-liɑʊ,nin-mian-miu-gui-liao
ㄋㄧㄥ-ㄇㄚ-ㄌㄧㄝ-ㄧㄞ-ㄌㄧㄝ,nɪŋ-ma-liɛ-iaɪ-liɛ,ning-ma-lie-yai-lie
ㄋㄜ-ㄧㄠ-ㄍㄨㄛ-ㄍㄡ-ㄎㄞ,nɯʌ-iɑʊ-kuɔ-kɤu-kʰaɪ,ne-yao-guo-gou-kai
ㄋㄨㄥ-ㄇㄢ-ㄇㄨ-ㄎㄨ-ㄎㄨㄚ,nʊŋ-man-mu-kʰu-kʰua,nong-man-mu-ku-kua
ㄅㄚ-ㄌㄧㄢ-ㄇㄛ-ㄍㄜ-ㄧㄛ,pa-liɛn-muɔ-kɯʌ-iɔ,ba-lian-mo-ge-yo
ㄅㄢ-ㄇㄤ-ㄇㄞ-ㄌㄧㄢ-ㄇㄠ,pan-mɑŋ-maɪ-liɛn-mɑʊ,ban-mang-mai-lian-mao
ㄅㄞ-ㄌㄧㄡ-ㄎㄨㄢ-ㄇㄛA-ㄍㄨㄥ,paɪ-liɤu-kʰuan-mɔ-kʊŋ,bai-liu-kuan-moa-gong
ㄅㄟ-ㄌㄨ-ㄎㄨㄞ-ㄌㄨㄢ-ㄇㄣ,peɪ-lu-kʰuaɪ-luan-mən,bei-lu-kuai-luan-men
ㄅㄧ-ㄍㄨㄞ-ㄌㄨㄛ-ㄎㄚ-ㄌㄧㄡ,pi-kuaɪ-luɔ-kʰa-liɤu,bi-guai-luo-ka-liu
ㄅㄧㄚ-ㄌㄨ-ㄎㄨㄟ-ㄌㄨㄣ-ㄇㄡ,pia-lu-kʰueɪ-luən-mɤʊ,bia-lu-kui-lun-mou
ㄅㄧㄠ-ㄍㄨㄣ-ㄇㄧㄣ-ㄇㄧㄥ-ㄇㄟ,piaʊ-kuən-mɪn-mɪŋ-meɪ,biao-gun-min-ming-mei
ㄅㄧㄝ-ㄧㄥ-ㄇㄧ-ㄍㄨㄟ-ㄌㄩ,piɛ-iŋ-mi-kueɪ-ly,bie-ying-mi-gui-lv
ㄅㄧㄢ-ㄇㄜ-ㄧㄝ-ㄧㄤ-ㄇㄧㄚ,piɛn-mɯʌ-iɛ-iɑŋ-mia,bian-me-ye-yang-mia
ㄅㄨ-ㄎㄨㄤ-ㄇㄧㄠ-ㄍㄢ-ㄇㄥ,pu-kʰuɑŋ-miaʊ-kɑn-mʊŋ,bu-kuang-miao-gan-meng
ㄅㄛ-ㄎㄢ-ㄋㄚ-ㄌㄨㄢ-ㄋㄢ,puɔ-kʰan-na-luan-nan,bo-kan-na-luan-nan
ㄅㄤ-ㄇㄧㄝ-ㄧㄠ-ㄍㄤ-ㄇㄧㄢ,pɑŋ-miɛ-iɑʊ-kɑŋ-miɛn,bang-mie-yao-gang-mian
ㄅㄠ-ㄍㄠ-ㄍㄣ-ㄋㄞ-ㄌㄩㄣ,pɑʊ-kɑʊ-kən-naɪ-lyn,bao-gao-gen-nai-lvn
ㄅㄛA-ㄎㄞ-ㄌㄩㄝ-ㄧㄛ-ㄎㄨ,pɔ-kʰaɪ-lyɛ-iɔ-kʰu,boa-kai-lue-yo-ku
ㄅㄣ-ㄋㄟ-ㄌㄩㄢ-ㄋㄧ-ㄍㄨㄛ,pən-neɪ-lyɛn-ni-kuɔ,ben-nei-lvan-ni-guo
ㄅㄡ-ㄎㄨㄛ-ㄎㄨㄚ-ㄌㄨㄛ-ㄎㄨㄢ,pɤu-kʰuɔ-kʰua-luɔ-kʰuan,bou-kuo-kua-luo-kuan
ㄅㄧㄣ-ㄋㄧㄚ-ㄌㄨㄣ-ㄋㄧㄤ-ㄇㄧㄡ,pɪn-nia-luən-niɑŋ-miɤʊ,bin-nia-lun-niang-miu
ㄅㄧㄥ-ㄇㄨ-ㄎㄨㄣ-ㄋㄧㄠ-ㄍㄥ,pɪŋ-mu-kʰuən-niɑʊ-kəŋ,bing-mu-kun-niao-geng
ㄅㄜ-ㄧㄢ-ㄋㄧㄝ-ㄧㄝ-ㄧㄢ,pɯʌ-iɛn-niɛ-iɛ-iɛn,be-yan-nie-ye-yan
ㄅㄥ-ㄇㄛ-ㄎㄨㄞ-ㄌㄤ-ㄇㄤ,pʊŋ-muɔ-kʰuaɪ-lɑŋ-mɑŋ,beng-mo-kuai-lang-mang
